ven_id,ven_name,ven_lat,ven_lng,ven_category_name,ven_category_id,ven_address,neighbourhood,neighbourhood_lat,neigbourhood_long,borough
4e8d9dcdd5fbbbb6b3003c7b,Brookbanks Park,43.751976046055574,-79.33214044722958,Park,4bf58dd8d48988d163941735,Toronto,Parkwoods,43.75,-79.33,North York
4e13a489b0fb5dfdd0756c90,PetSmart,43.748639084843475,-79.33348827385937,Pet Store,4bf58dd8d48988d100951735,Ontario,Parkwoods,43.75,-79.33,North York
4cb11e2075ebb60cd1c4caad,Variety Store,43.75197441585782,-79.33311418516017,Food & Drink Shop,4bf58dd8d48988d1f9941735,29 Valley Woods Road,Parkwoods,43.75,-79.33,North York
4aec8a50f964a5207ac821e3,Armenian Kitchen,43.73107096414275,-79.30539020048727,Middle Eastern Restaurant,4bf58dd8d48988d115941735,1646 Victoria Park Ave,Victoria Village,43.73,-79.31,North York
4bb653b9941ad13a7c401fe3,Wigmore Park,43.731023438497964,-79.3107706628902,Park,4bf58dd8d48988d163941735,Toronto ON,Victoria Village,43.73,-79.31,North York
4bd7591b35aad13a78ae8ef3,Memories of Africa,43.72660188313635,-79.31242694132447,Grocery Store,4bf58dd8d48988d118951735,1733 Eglinton Ave. E (at Sloane Ave.),Victoria Village,43.73,-79.31,North York
5b4a14d52463d80044e8a48d,The Retreat Nail & Beauty Bar,43.726134,-79.312205,Nail Salon,4f04aa0c2fb6e1c99f3db0b8,"1700 Eglinton Ave. E., Unit A6 (Sloane Ave)",Victoria Village,43.73,-79.31,North York
5092fe87e4b0476c6e7375e2,Regent Park Aquatic Centre,43.6606003130796,-79.36139162915349,Pool,4bf58dd8d48988d15e941735,640 Dundas St. East (at Sumach St.),"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
5619551a498e9e35fce2256b,Sumach Espresso,43.65813540553308,-79.35951549011845,Coffee Shop,4bf58dd8d48988d1e0931735,118 Sumach St (at Shuter St),"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
505af105e4b0df441225430b,Daniels Spectrum,43.66013679276432,-79.36180783336452,Performing Arts Venue,4bf58dd8d48988d1f2931735,585 Dundas St. East (btwn Regent & Sumach),"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
505bacb2e4b0474d876eb78c,Paintbox Bistro,43.660050475903624,-79.36285470971839,Restaurant,4bf58dd8d48988d1c4941735,555 Dundas St E (Sackville St),"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
566e1294498e3f6629006bc3,Dominion Pub and Kitchen,43.65691857501867,-79.35896684476664,Pub,4bf58dd8d48988d11b941735,500 Queen Street East,"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
4b683ef1f964a520d66d2be3,Thai To Go,43.663418,-79.36071,Thai Restaurant,4bf58dd8d48988d149941735,452 Gerrard Street East (btw River & Sumach),"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
502652fee4b0e6861eab1f29,Merchants of Green Coffee,43.659916,-79.353963,Coffee Shop,4bf58dd8d48988d1e0931735,2 Matilda St,"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
5612b1cc498e3dd742af0dc8,Impact Kitchen,43.65636850543279,-79.35697968750694,Restaurant,4bf58dd8d48988d1c4941735,573 King St E (at St Lawrence St),"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
4ae06ddef964a5203b7f21e3,Toronto Humane Society,43.65769802359708,-79.3565828808708,Animal Shelter,4e52d2d203646f7c19daa8ae,11 River St. (Queen St. E),"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
4ada57aff964a520972121e3,Sukhothai,43.658444465539525,-79.36568085121628,Thai Restaurant,4bf58dd8d48988d149941735,274 Parliament St (btwn Coatsworth St. & Shuter St.),"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
54d37e23498e5e29bcb35362,ODIN Cafe + Bar,43.656738544928054,-79.35650305267754,Café,4bf58dd8d48988d16d941735,514 King St E (at River St),"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
4b845382f964a520dc2e31e3,Mercedes-Benz Downtown,43.66143119502613,-79.35658517368444,Auto Dealership,4eb1c1623b7b52c0e1adc2ec,761 Dundas Street East,"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
4ee1490961aff90fe37e76da,Qi sushi,43.66255180762697,-79.36425843422568,Sushi Restaurant,4bf58dd8d48988d1d2941735,358 Gerrard St.E.,"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
50899387e4b055a756b254fc,I Love Churros,43.65836361668554,-79.36558277878224,Food Truck,4bf58dd8d48988d1cb941735,1017 Dufferin St (Bloor St West),"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
4ad8d551f964a5201f1521e3,Vistek,43.65704640025721,-79.35966695607046,Electronics Store,4bf58dd8d48988d122951735,496 Queen St E (at Sumach),"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
4b8acdfdf964a520378232e3,The Beer Store,43.657773,-79.3574632,Beer Store,5370f356bcbc57f1066c94c2,28 River Street (Queen St E),"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
55fe0dd0498ed5a5423b6d17,Shoppers Drug Mart,43.660204,-79.361332,Pharmacy,4bf58dd8d48988d10f951735,"593 Dundas St E, South Tower (at Regent Park Blvd)","Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
53a4b638498edce8c3153b44,Regent Park,43.660382523982804,-79.36181011844143,Park,4bf58dd8d48988d163941735,620 Dundas St E. (Dundas St E and Sumach St),"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
579400f5498eeafb24897f10,Wendy’s,43.660403362711776,-79.36062902212149,Fast Food Restaurant,4bf58dd8d48988d16e941735,615 Dundas Street East (Sumach),"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
5a6e0c605f68b93a075d0bc1,Tim Hortons,43.659935,-79.3613063,Restaurant,4bf58dd8d48988d1c4941735,69 Regent Park Blvd (at Dundas St E),"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
4b2cf78cf964a52077cb24e3,Savoury Grounds,43.656820970004496,-79.3589698353747,Coffee Shop,4bf58dd8d48988d1e0931735,481 Queen St. East (Sumach St),"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
4bca9a2e0687ef3b3e78dccc,Tim Hortons,43.6599299,-79.3659798,Coffee Shop,4bf58dd8d48988d1e0931735,335 Parliament St (Dundas st e),"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
4cbc6a0f76ad9c7460ebe7cb,FreshCo,43.65955158801718,-79.36585713164392,Grocery Store,4bf58dd8d48988d118951735,325 Parliament St (at Dundas St),"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
4dc59e341fc72e86376488aa,Bark Place Hotel and Spaw,43.6614665351425,-79.3575533174757,Pet Store,4bf58dd8d48988d100951735,738 Dundas St. East (River),"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
5834fe851470b05200a49735,Wine Rack,43.656573,-79.356928,Wine Shop,4bf58dd8d48988d119951735,Toronto ON,"Regent Park, Harbourfront",43.66,-79.36,Downtown Toronto
52ae475e498e1d931502955d,Krystos,43.71851626753137,-79.45585522412502,Greek Restaurant,4bf58dd8d48988d10e941735,22-3200 Dufferin Street,"Lawrence Manor, Lawrence Heights",43.72,-79.45,North York
4b5f1f11f964a52047a729e3,Yuki Japanese Restaurant,43.72060971477955,-79.45611946822187,Sushi Restaurant,4bf58dd8d48988d1d2941735,3259 Dufferin St.,"Lawrence Manor, Lawrence Heights",43.72,-79.45,North York
558371db498eb7238b3505eb,Caffè Demetre,43.72017931839126,-79.45621855808365,Dessert Shop,4bf58dd8d48988d1d0941735,3250 Dufferin St,"Lawrence Manor, Lawrence Heights",43.72,-79.45,North York
4b9580fef964a52044a634e3,Mary Brown's Famous Chicken,43.71830860417442,-79.45570632677568,Fried Chicken Joint,4d4ae6fc7a7b7dea34424761,3199 Dufferin St. (at Samor Rd.),"Lawrence Manor, Lawrence Heights",43.72,-79.45,North York
4b3a6056f964a520ec6525e3,Tim Hortons,43.7163463,-79.4468676,Coffee Shop,4bf58dd8d48988d1e0931735,700 Lawrence Ave West Lawrence Square Mall (Allen Rd),"Lawrence Manor, Lawrence Heights",43.72,-79.45,North York
4cec65d10acea35dae19deae,KFC,43.7166,-79.447,Fast Food Restaurant,4bf58dd8d48988d16e941735,700 Lawrence Avenue West,"Lawrence Manor, Lawrence Heights",43.72,-79.45,North York
4e07a86445ddb2875c4c4698,Harbour Star Boat Cruise,43.71811392837763,-79.45023467228003,Moving Target,4f2a23984b9023bd5841ed2c,235 Queens Quay W,"Lawrence Manor, Lawrence Heights",43.72,-79.45,North York
4bc781946501c9b6bc8f3e29,Fortinos,43.716656,-79.447257,Grocery Store,4bf58dd8d48988d118951735,700 Lawrence Ave W,"Lawrence Manor, Lawrence Heights",43.72,-79.45,North York
4e72425a1495e4ca143b9fb8,McDonald's,43.7166442,-79.4467163,Fast Food Restaurant,4bf58dd8d48988d16e941735,700 Lawrence Ave W,"Lawrence Manor, Lawrence Heights",43.72,-79.45,North York
4fd50899e4b06a2d8dcf4842,Lawrence Square Food Court,43.717020075306216,-79.44724020082508,Food Court,4bf58dd8d48988d120951735,Canada,"Lawrence Manor, Lawrence Heights",43.72,-79.45,North York
4c78303d566db60c96cc400e,The Source,43.716624,-79.44738,Electronics Store,4bf58dd8d48988d122951735,"700 Lawrence Ave W, Unit 120","Lawrence Manor, Lawrence Heights",43.72,-79.45,North York
51db0e41498ed7f9ea7db94e,Fit4Less,43.716656,-79.447257,Gym,4bf58dd8d48988d176941735,"700 Lawrence Ave W, 235","Lawrence Manor, Lawrence Heights",43.72,-79.45,North York
570fc884498eb17fdbfdff10,HomeSense,43.716651,-79.447267,Furniture / Home Store,4bf58dd8d48988d1f8941735,700 Lawrence Avenue West,"Lawrence Manor, Lawrence Heights",43.72,-79.45,North York
4ed5a1f42fb63f69a672950e,Bell,43.7165544455837,-79.4474494457244,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"700 Lawrence Ave W, Level 1","Lawrence Manor, Lawrence Heights",43.72,-79.45,North York
4e87a110d5fb988c9dd926c4,Flemington Park,43.721210814285435,-79.44456338882446,Park,4bf58dd8d48988d163941735,North York Division (Flemington Road and Allen Road),"Lawrence Manor, Lawrence Heights",43.72,-79.45,North York
4a8355bff964a520d3fa1fe3,Mercatto,43.660390911898546,-79.38766421192705,Italian Restaurant,4bf58dd8d48988d110941735,101 College St,"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
5db70a0c306d6b000861ac9f,NEO COFFEE BAR,43.66013,-79.38583,Coffee Shop,4bf58dd8d48988d1e0931735,770 Bay Street Unit 3,"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
537d4d6d498ec171ba22e7fe,Jimmy's Coffee,43.65842123574496,-79.38561319551111,Coffee Shop,4bf58dd8d48988d1e0931735,82 Gerrard Street W (Gerrard & LaPlante),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
576d30ed498ef2e95e26e6d0,Starbucks,43.65945605353152,-79.39041123272168,Coffee Shop,4bf58dd8d48988d1e0931735,101 College St (University Ave),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
52d884c5498ecf5c7cafe5ab,Nando's,43.66172826,-79.38639146,Portuguese Restaurant,4def73e84765ae376e57713a,832 Bay St (Grenville St),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4b9d206bf964a520e69136e3,Queen's Park,43.66394609897775,-79.39217952520835,Park,4bf58dd8d48988d163941735,University Ave. (at Wellesley Ave.),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
59ea2931f96b2c78d41cc639,Flock Rotisserie + Greens,43.659167,-79.389475,Fried Chicken Joint,4d4ae6fc7a7b7dea34424761,661 University Ave (College),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4b744336f964a520d8d02de3,Somethin' 2 Talk About,43.65839479027968,-79.38533765920816,Middle Eastern Restaurant,4bf58dd8d48988d115941735,78 Gerrard St W,"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4aeb711ef964a52017c221e3,Vegetarian Haven,43.656016028357094,-79.3927577742003,Vegetarian / Vegan Restaurant,4bf58dd8d48988d1d3941735,17 Baldwin St,"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
57fe5f64498e08c9fc55cb87,Jimmy's Coffee,43.65582710322224,-79.39204216888555,Café,4bf58dd8d48988d16d941735,166 McCaul Street,"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
557231e3498e540f05f3083c,Tim Hortons,43.658569999999976,-79.38512341104502,Coffee Shop,4bf58dd8d48988d1e0931735,70 Gerrard St West (Bay St),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
568bcf61498e3aaff5e351f8,Coffee Public,43.66076299149323,-79.38618409033066,Coffee Shop,4bf58dd8d48988d1e0931735,800 Bay St (at College St),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
512ce732e4b0aa0ac5f50f05,Bubble Bath & Spa,43.65904951746615,-79.38534357912432,Spa,4bf58dd8d48988d1ed941735,736 Bay Street (Bay & Hayter),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4ad4cba2f964a520d1fb20e3,Panago,43.65825817735338,-79.38431282558368,Pizza Place,4bf58dd8d48988d1ca941735,44 Gerrard St. W (at Bay St.),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4c6affbe9669e21e3708aa51,Tim Hortons,43.6573986,-79.3883129,Coffee Shop,4bf58dd8d48988d1e0931735,555 University Ave (in Sick Kids Hospital),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4e868e1bd5fb2ee2eede857c,Starbucks,43.662407,-79.385943,Coffee Shop,4bf58dd8d48988d1e0931735,37 Grosvenor St (at Bay St),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4b23d2b2f964a520795a24e3,Dollarama,43.66068,-79.38468,Discount Store,52dea92d3cf9994f4e043dbb,"777 Bay St, College Park (at College St. W)","Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4aeb5014f964a520c7c021e3,Starbucks,43.658204,-79.388998,Coffee Shop,4bf58dd8d48988d1e0931735,"585 University Ave, R-16 (at Toronto General Hospital)","Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4ecd63d96da162f1bb0f11c4,Sushi Box,43.66295954544153,-79.38657996066198,Sushi Restaurant,4bf58dd8d48988d1d2941735,891 Bay street,"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
54238a83498e5efd4a50435b,Prenup Pub,43.658882366438164,-79.39482802742828,Gastropub,4bf58dd8d48988d155941735,191 College St (Henry St),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
5187d8e9498e1f88b1f50ec7,Indigo,43.65773818776676,-79.38966149215145,Bookstore,4bf58dd8d48988d114951735,600 University Ave. (at Gerrard St. W),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
574e261b498e1965822a01aa,Arctic Bites,43.65608524137075,-79.39291311374251,Ice Cream Shop,4bf58dd8d48988d1c9941735,21 Baldwin St,"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4c054c04f56c2d7ffe711f66,Shoppers Drug Mart,43.658475,-79.384868,Pharmacy,4bf58dd8d48988d10f951735,700 Bay St (Gerrard Street),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4b9a73ecf964a5209db635e3,Booster Juice,43.65865699,-79.38868207,Smoothie Shop,52f2ab2ebcbc57f1066b8b41,"200 Elizabeth Street, Kiosk R5 (Toronto General Hospital) (btwn Gerrard & College)","Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
57c07e5f498ed3724a049dc1,Colaba Junction,43.66094,-79.385635,Indian Restaurant,4bf58dd8d48988d10f941735,801 Bay Street,"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
5750c05e498ed2dde680c9b7,Light Café 路燈咖啡,43.65607098189164,-79.39302058882892,Café,4bf58dd8d48988d16d941735,23 Baldwin Street (btwn Henry & McCaul St),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
576d6f42cd10a37101171051,Starbucks,43.65952575859537,-79.39027029345037,Coffee Shop,4bf58dd8d48988d1e0931735,661 University Ave. (College St.),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4d7b9170da568cfae33953ff,Subway,43.65946709895447,-79.38824850471555,Sandwich Place,4bf58dd8d48988d1c5941735,Toronto ON,"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
5beccbec2b274a002c3ef499,Booster Juice,43.660323,-79.385445,Juice Bar,4bf58dd8d48988d112941735,"777 Bay Street, M200a","Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
51d85620498e93cd1678ebc5,Starbucks,43.65602357573824,-79.38877766280795,Coffee Shop,4bf58dd8d48988d1e0931735,525 University Ave. (at Elm St.),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4c87d69e13e3b1f71780d446,RBC Royal Bank,43.65933603842843,-79.38977326176165,Bank,4bf58dd8d48988d10a951735,661 UNIVERSITY AVE,"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4ba8f061f964a520e8fb39e3,Midi Bistro,43.65587131386703,-79.39209126452964,French Restaurant,4bf58dd8d48988d10c941735,168 McCaul Street (Elm Street),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4e5cecc9fa76a4cf148bc565,Krispy Kreme Doughnut Cafe,43.65577205054815,-79.391993340322,Donut Shop,4bf58dd8d48988d148941735,162 McCaul St. (btwn D'Arcy & Baldwin),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
55e1f58b498ed51280251aa4,Fat Bastard Burrito,43.65889963097279,-79.39452966832613,Burrito Place,4bf58dd8d48988d153941735,187 College St (at Henry St),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4bb0ad32f964a52031543ce3,Shoppers Drug Mart,43.657566,-79.388477,Pharmacy,4bf58dd8d48988d10f951735,555 University Ave (btw Elm & Gerrard),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4e98751acc217f441ef3f429,Subway,43.65897011920262,-79.3908742539673,Sandwich Place,4bf58dd8d48988d1c5941735,"700 University Avenue, Unit 4 (Hydro Office Building)","Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4bd28d6ccaff95213e2ad3f0,Est West Cafe,43.65954133608129,-79.39063666861075,Salad Place,4bf58dd8d48988d1bd941735,700 University Ave (at College Street),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4e7cb129b3ad0e8263d6e84b,Subway,43.657379532300766,-79.38743239235635,Sandwich Place,4bf58dd8d48988d1c5941735,"555 University Ave, Staff/Patients Only (at Elm St. (in Sick Kids Hospital))","Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4aec87eff964a52058c821e3,Cafe La Gaffe,43.65621134762937,-79.39333144271436,Café,4bf58dd8d48988d16d941735,24 Baldwin St. (at Henry St),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4b82ba3ff964a520c5e030e3,Second Cup,43.65763711605256,-79.3895120341753,Café,4bf58dd8d48988d16d941735,600 University Ave (Mount Sinai Hospital),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
5671be66498efccf89f7e21f,Aroma Espresso Bar,43.658927676749364,-79.38990298985978,Café,4bf58dd8d48988d16d941735,Toronto ON,"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4b72de05f964a520668c2de3,Second Cup,43.65901832092224,-79.3941523126699,Coffee Shop,4bf58dd8d48988d1e0931735,179 College St (at McCaul St.),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
5ab3d9f875a6ea3a7ddc4d2b,Thai Express,43.66163,-79.38734,Thai Restaurant,4bf58dd8d48988d149941735,76 Grenville St,"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4bce296fcc8cd13aeddfc3cf,Subway,43.658683235357074,-79.39489579355643,Sandwich Place,4bf58dd8d48988d1c5941735,195 College St (btwn Beverley & Henry),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4cbcf2730180721e7b49a761,TD Canada Trust,43.6608428,-79.3848856,Bank,4bf58dd8d48988d10a951735,777 Bay St (at College St),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
59f25bd825ecca5f1cf24d0c,Omai,43.656006,-79.392494,Japanese Restaurant,4bf58dd8d48988d111941735,3 Baldwin St,"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4bc0c71b74a9a5935fa6d0f6,Tim Hortons,43.6610382,-79.3937966,Coffee Shop,4bf58dd8d48988d1e0931735,1 King's College Circle (in the Medical Science Building),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4d385c97e6bdf04d924d63b4,Starbucks,43.660887,-79.39372,Coffee Shop,4bf58dd8d48988d1e0931735,1 King's College Circle (Medical Sciences Building),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
556df351498eebb865351b61,Yummy Zone,43.662755747929545,-79.38659907574278,Bubble Tea Shop,52e81612bcbc57f1066b7a0c,895 Bay Street (Breadalbane),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4b7c2a57f964a5208c812fe3,Tim Hortons,43.6594149,-79.3912214,Coffee Shop,4bf58dd8d48988d1e0931735,700 University Ave (Ontario Power Generation Building),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4bc867cc6501c9b6cf024029,Tim Hortons,43.6575525,-79.3885343,Coffee Shop,4bf58dd8d48988d1e0931735,610 University Ave (Princess Margaret Hospital),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4ad4c062f964a520f9f720e3,Convocation Hall,43.66082829233904,-79.39524545662506,College Auditorium,4bf58dd8d48988d1af941735,31 King's College Cir. (University of Toronto),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4cc5e76091413704e955cc55,SUDS,43.65988035580764,-79.39471219966201,Bar,4bf58dd8d48988d116941735,10 King's College Rd (University of Toronto),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
53111ca0498e32f2cceece5e,Bread and Bowl,43.656417411563346,-79.39051367258449,Sandwich Place,4bf58dd8d48988d1c5941735,2 Murray Street (Elm St),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
54fb2f8d498e724a96c14f91,Tosto,43.661198,-79.386414,Italian Restaurant,4bf58dd8d48988d110941735,800 Bay St,"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4bec073a6295c9b6815c8808,Tim Hortons,43.659695,-79.388706,Coffee Shop,4bf58dd8d48988d1e0931735,"101 College St, Unit 14 (MaRS)","Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4c0f812d98102d7f8a44e506,Tim Hortons,43.6589062,-79.3886961,Coffee Shop,4bf58dd8d48988d1e0931735,657 University Ave (Toronto General Hospital),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4c408e62520fa5939738c8ac,Quick Pita,43.65879751594094,-79.39513763494665,Falafel Restaurant,4bf58dd8d48988d10b941735,Toronto ON M5T 1P9,"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4b9e7bbdf964a520e9e736e3,Second Cup,43.660721671691235,-79.38630837243234,Coffee Shop,4bf58dd8d48988d1e0931735,800 Bay St (Metro Credit Union),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
529d18c911d255c5406ddd88,Pizzeria Via Mercanti,43.65679034740686,-79.38631071713952,Italian Restaurant,4bf58dd8d48988d110941735,87 Elm St (Btwn University Ave & Elizabeth St),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4cdbe3622db58eece01513a9,Queen’s Park Veterans' Memorial,43.66145766668674,-79.39133285798712,Monument / Landmark,4bf58dd8d48988d12d941735,University Ave (College Ave),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4c45cd36f0bdd13a8371cbcc,Teriyaki Experience,43.65988429565999,-79.38787892460823,Restaurant,4bf58dd8d48988d1c4941735,101 College Street,"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4da5bd6e0437667c9b327871,Anoush,43.66003388545557,-79.38830898321906,Middle Eastern Restaurant,4bf58dd8d48988d115941735,Mars,"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4b869576f964a520ac9031e3,Second Cup,43.663794067009306,-79.38692346576333,Coffee Shop,4bf58dd8d48988d1e0931735,900 Bay Street,"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4b043153f964a520f85122e3,Thai Express,43.655835,-79.38813,Restaurant,4bf58dd8d48988d1c4941735,505 University Ave,"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
541acbbe498ebf9d61765ff9,Presse Cafe,43.66257675207432,-79.38633959907268,Café,4bf58dd8d48988d16d941735,Toronto ON,"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4f246e82e4b05d3ba151f6c9,The Saj,43.65878737223263,-79.39520834668025,Mediterranean Restaurant,4bf58dd8d48988d1c0941735,199 College St (at Beverley St),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
552db032498e660b6506230c,Mo'Ramyun,43.65614757920083,-79.39228230349781,Korean Restaurant,4bf58dd8d48988d113941735,1 Baldwin St. (at Elm St.),"Queen's Park, Ontario Provincial Government",43.66,-79.39,Downtown Toronto
4ee0c52fd3e38ddb2afea856,McDonald's,43.671091716525275,-79.52665125587696,Fast Food Restaurant,4bf58dd8d48988d16e941735,Port Hope ON,"Islington Avenue, Humber Valley Village",43.67,-79.53,Etobicoke
5561eacb498e09ff53b397ad,Upper Rouge Trail,43.809988,-79.186147,Trail,4bf58dd8d48988d159941735,Canada,"Malvern, Rouge",43.81,-79.19,Scarborough
5006bb1be4b044d21438e02d,Rippleton Park,43.74087097344082,-79.35975873873495,Park,4bf58dd8d48988d163941735,North York ON,Don Mills,43.74,-79.36,North York
4ffed1d6e4b0a816c6ba9320,Talwood Park,43.7388964720403,-79.35455584048472,Park,4bf58dd8d48988d163941735,North York ON,Don Mills,43.74,-79.36,North York
4b7aa47ef964a520fa342fe3,East York Gymnastics,43.710654,-79.309279,Gym / Fitness Center,4bf58dd8d48988d175941735,6 Dohme Ave,"Parkview Hill, Woodbine Gardens",43.71,-79.31,East York
4b6db61ff964a520b9882ce3,Toronto Climbing Academy,43.709362,-79.315006,Rock Climbing Spot,50328a4b91d4c4b30a586d6b,11 Curity Ave,"Parkview Hill, Woodbine Gardens",43.71,-79.31,East York
5594243c498e123564a4fa94,Muddy York Brewing Co.,43.71236216662408,-79.31201930161387,Brewery,50327c8591d4c4b30a586d5d,22 Cranfield Road,"Parkview Hill, Woodbine Gardens",43.71,-79.31,East York
4c69a3588e7c0f47e629e00f,Peek Freans Cookie Outlet,43.71326033174486,-79.30806318602713,Bakery,4bf58dd8d48988d16a941735,5 Bermondsey Rd (at O'Connor Dr.),"Parkview Hill, Woodbine Gardens",43.71,-79.31,East York
